adress,gu,dong,name,count,lat,long,years,sep_years
성산동 601,마포구,성산동,성산월드타운대림,58,37.5694501,126.9080502,2004,10~20년
성산동 199-53,마포구,성산동,한림101동,3,37.5650331,126.9063851,2004,10~20년
신공덕동 171,마포구,신공덕동,kcc웰츠,14,37.5428088,126.9524554,2011,10년미만
신공덕동 167,마포구,신공덕동,대우메트로디오빌,16,37.5434128,126.9528962,2005,10~20년
신공덕동 173,마포구,신공덕동,대우월드마크마포,33,37.5445917,126.9557029,2011,10년미만
신공덕동 170,마포구,신공덕동,브라운스톤공덕,28,37.5413337,126.9553944,2009,10년미만
신공덕동 159,마포구,신공덕동,신공덕래미안2차,43,37.5464743,126.9581687,2000,10~20년
신공덕동 161,마포구,신공덕동,신공덕래미안3차,43,37.5454024,126.9568811,2003,10~20년
신공덕동 172,마포구,신공덕동,펜트라우스,57,37.5433361,126.954004,2011,10년미만
신수동 456,마포구,신수동,경남아너스빌,14,37.5487865,126.9343577,2008,10~20년
신수동 190,마포구,신수동,신수동성원,26,37.5467393,126.9375486,1998,20~30년
신수동 450,마포구,신수동,신촌삼익,26,37.5513273,126.9353434,1997,20~30년
신정동 30,마포구,신정동,서강GS,31,37.5440717,126.9312054,1999,10~20년
아현동 800,마포구,아현동,공덕자이,17,37.5541171,126.9569379,2015,10년미만
아현동 777,마포구,아현동,마포래미안푸르지오1단지,331,37.5541171,126.9569379,2014,10년미만
아현동 780,마포구,아현동,애오개아이파크,2,37.5541171,126.9569379,2016,10년미만
아현동 371-1,마포구,아현동,예미원,11,37.554705,126.9579364,1970,30년이상
연남동 249-12,마포구,연남동,노블레스(249-12),1,37.5637078,126.92177,2003,10~20년
연남동 246-1,마포구,연남동,노블레스빌(246-1),1,37.5654201,126.9208194,2002,10~20년
연남동 259-1,마포구,연남동,대명,5,37.5615488,126.9236348,1995,20~30년
연남동 244-15,마포구,연남동,새마을,3,37.56568,126.9202758,1970,30년이상
연남동 573,마포구,연남동,코오롱,31,37.5631848,126.9214312,1997,20~30년
연남동 493-27,마포구,연남동,홍익하이빌,5,37.5612567,126.9196695,2004,10~20년
염리동 521,마포구,염리동,마포자이,44,37.5432214,126.9451644,2003,10~20년
염리동 515-1,마포구,염리동,상록,46,37.5515907,126.9483466,1997,20~30년
염리동 520,마포구,염리동,염리삼성래미안,40,37.5488472,126.9466457,2001,10~20년
용강동 502,마포구,용강동,래미안마포리버웰,21,33.4794898,126.5939418,2015,10년미만
중동 36-29,마포구,중동,강림월드타운,3,37.570144,126.9068967,2002,10~20년
중동 393,마포구,중동,건영월드컵,9,37.5686337,126.911749,2002,10~20년
중동 58-39,마포구,중동,예원,1,37.5737707,126.903014,2003,10~20년
중동 398,마포구,중동,울트라월드컵(참누리),30,37.5721699,126.9050842,2006,10~20년
창전동 444,마포구,창전동,서강예가,45,37.5482267,126.9297462,2007,10~20년
창전동 442,마포구,창전동,서강오벨리스크스위트,16,37.5465423,126.9317948,2007,10~20년
창전동 437,마포구,창전동,창전래미안,49,37.5511178,126.9307086,1998,20~30년
토정동 138,마포구,토정동,한강삼성,51,37.5395275,126.9411769,1997,20~30년
하중동 101,마포구,하중동,한강밤섬자이,34,37.5447136,126.9285618,2010,10년미만
합정동 389-16,마포구,합정동,대운행복,4,37.5503403,126.9105064,2004,10~20년
합정동 469,마포구,합정동,한국프라우드,2,37.5486885,126.9085319,2005,10~20년
현석동 222,마포구,현석동,강변힐스테이트,35,37.5433183,126.9328796,2004,10~20년
현석동 225,마포구,현석동,래미안 웰스트림,42,37.5417383,126.9344434,2016,10년미만
현석동 220,마포구,현석동,밤섬힐스테이트,21,37.5426459,126.9327601,1999,10~20년
남가좌동 381,서대문구,남가좌동,DMC센트레빌,38,37.5757437,126.915567,2010,10년미만
남가좌동 385,서대문구,남가좌동,DMC파크뷰자이1단지,305,37.5743455,126.9188972,2015,10년미만
남가좌동 376,서대문구,남가좌동,남가좌동현대,97,37.5747622,126.9205488,1999,10~20년
남가좌동 377,서대문구,남가좌동,남가좌삼성,96,37.5779294,126.916629,2000,10~20년
남가좌동 379,서대문구,남가좌동,래미안남가좌2차,34,37.5718803,126.9127477,2005,10~20년
냉천동 261,서대문구,냉천동,돈의문센트레빌,69,37.5661135,126.9615707,2011,10년미만
대현동 104-36,서대문구,대현동,신촌자이엘라,10,37.5568239,126.9424861,2014,10년미만
북가좌동 481,서대문구,북가좌동,DMC래미안e편한세상,182,37.5784186,126.9099561,2012,10년미만
북가좌동 273-17,서대문구,북가좌동,동도하이츠비동,2,37.584083,126.9147147,2004,10~20년
북가좌동 460,서대문구,북가좌동,북가좌동이랜드해가든,8,37.576165,126.9032381,2007,10~20년
북가좌동 150,서대문구,북가좌동,요진,6,37.5727485,126.9083156,2005,10~20년
북가좌동 456,서대문구,북가좌동,휴먼빌,8,37.5773777,126.9117904,2004,10~20년
북아현동 1-52,서대문구,북아현동,건일팰리스,2,37.564787,126.9571519,2004,10~20년
북아현동 1010,서대문구,북아현동,경남102동,9,37.5610334,126.9568624,2008,10~20년
북아현동 1009,서대문구,북아현동,두산,84,37.5590697,126.9500116,2000,10~20년
북아현동 1006,서대문구,북아현동,북아현경남,16,37.5609424,126.9562446,1996,20~30년
북아현동 1011,서대문구,북아현동,아현역푸르지오,162,37.5609677,126.9542682,2015,10년미만
연희동 106-2,서대문구,연희동,삼우장미,3,37.5722841,126.9285303,2009,10년미만
연희동 740,서대문구,연희동,성원,43,37.5759969,126.9387689,1998,20~30년
연희동 188-41,서대문구,연희동,시민,5,37.5729731,126.9281084,1978,30년이상
연희동 745,서대문구,연희동,연희자이엘라,27,37.5472441,126.6702148,2014,10년미만
영천동 100,서대문구,영천동,독립문삼호,61,37.5700837,126.9584274,1995,20~30년
창천동 368,서대문구,창천동,엘르빌2차,1,37.5595149,126.9284585,2002,10~20년
천연동 145,서대문구,천연동,천연뜨란채,80,37.5674227,126.9584985,2006,10~20년
충정로2가 185-15,서대문구,충정로2가,현대,3,37.5637343,126.9631544,1987,30년이상
충정로3가 189-8,서대문구,충정로3가,미동,6,37.5631891,126.9640664,1969,30년이상
충정로3가 3-19,서대문구,충정로3가,새롬,1,37.5632146,126.9609238,2003,10~20년
충정로3가 466,서대문구,충정로3가,우리유앤미,13,37.5618859,126.9621828,2008,10~20년
충정로3가 477,서대문구,충정로3가,충림예하임,7,37.5625739,126.9627574,2010,10년미만
충정로3가 30-2,서대문구,충정로3가,충정솔레디움(102동),2,37.5618356,126.9609713,2005,10~20년
충정로3가 3-46,서대문구,충정로3가,행복한,2,37.5626109,126.960819,2006,10~20년
현저동 200,서대문구,현저동,독립문극동(200-0),98,37.5719809,126.9567437,1998,20~30년
현저동 1019,서대문구,현저동,독립문파크빌,23,37.5748345,126.9516673,2000,10~20년
홍은동 454,서대문구,홍은동,극동,30,37.6024208,126.9507956,1992,20~30년
홍은동 277-60,서대문구,홍은동,넥서스빌,1,37.581832,126.9328701,2002,10~20년
홍은동 463,서대문구,홍은동,동원베네스트,10,37.5871322,126.9319759,2005,10~20년
홍은동 186-22,서대문구,홍은동,서강1차(1동),6,37.5946824,126.9345573,1988,30년이상
홍은동 22,서대문구,홍은동,유원,22,37.5974195,126.9448606,1987,30년이상
홍은동 453-2,서대문구,홍은동,풍림2,38,37.5932909,126.943046,1990,20~30년
홍은동 202-5,서대문구,홍은동,"현대(1,2차)",38,37.5899283,126.9375328,1988,30년이상
홍은동 455,서대문구,홍은동,홍은동벽산,100,37.5953053,126.9447195,1997,20~30년
홍제동 156-200,서대문구,홍제동,고은,9,37.5854584,126.9448699,1975,30년이상
홍제동 457,서대문구,홍제동,남양,11,37.588762,126.938188,1999,10~20년
홍제동 312-221,서대문구,홍제동,동일5차101동,3,37.5862953,126.9418383,2005,10~20년
홍제동 463,서대문구,홍제동,문화촌현대,57,37.7462989,128.8749085,2002,10~20년
홍제동 315-7,서대문구,홍제동,서울맨션,16,37.5868293,126.9436073,1972,30년이상
홍제동 454,서대문구,홍제동,유원하나,29,37.7459016,128.8724778,1996,20~30년
홍제동 465,서대문구,홍제동,인왕산벽산,21,37.5924477,126.9484094,2003,10~20년
홍제동 469,서대문구,홍제동,인왕산한신휴플러스,9,37.5850354,126.9474505,2009,10년미만
홍제동 453,서대문구,홍제동,청구1차,49,37.5821174,126.9517497,1994,20~30년
홍제동 157-3,서대문구,홍제동,홍제그린빌,3,37.5853858,126.9459227,2003,10~20년
홍제동 468,서대문구,홍제동,홍제비콘드림힐,11,37.5905085,126.949201,2006,10~20년
홍제동 461,서대문구,홍제동,홍제삼성래미안,50,37.5782572,126.9511268,2001,10~20년
홍제동 459,서대문구,홍제동,홍제원현대(459-0),71,37.5877692,126.9494761,2000,10~20년
홍제동 82,서대문구,홍제동,홍제한양,81,37.5830576,126.9472406,1993,20~30년
홍제동 331,서대문구,홍제동,홍제현대,63,37.588844,126.9412984,1992,20~30년
반포동 1-8,서초구,반포동,경남,48,37.5064627,126.9992311,1989,20~30년
반포동 18-1,서초구,반포동,래미안퍼스티지,148,37.5027777,126.9983054,2009,10년미만
반포동 87-7,서초구,반포동,마메죵,2,37.4950195,126.9990265,2003,10~20년
반포동 577-3,서초구,반포동,몽마르뜨빌(577-3),4,37.4947724,126.9992118,2002,10~20년
반포동 757,서초구,반포동,반포 주공1단지,56,37.5051966,126.9890563,1973,30년이상
반포동 30-26,서초구,반포동,반포리체,77,37.5035723,127.0134864,2011,10년미만
반포동 60-4,서초구,반포동,반포미도,62,37.5013408,127.0090224,1987,30년이상
반포동 60-5,서초구,반포동,반포미도2차아파트,27,37.5021688,127.0075039,1989,20~30년
반포동 612-31,서초구,반포동,반포아델스빌,3,37.4969232,126.9936937,2007,10~20년
반포동 20-43,서초구,반포동,반포자이,235,37.5064194,127.014218,2009,10년미만
반포동 99-3,서초구,반포동,상지리츠빌2차,4,37.4943825,126.99659,2004,10~20년
반포동 2-12,서초구,반포동,아크로리버파크,87,37.5035769,126.9936372,2016,10년미만
반포동 968,서초구,반포동,에이아이디차관,42,37.5006748,126.9912265,1974,30년이상
반포동 99-1,서초구,반포동,엘리제빌,3,37.4946505,126.9968477,2007,10~20년
반포동 46,서초구,반포동,엠브이아파트,11,37.4990493,127.0100762,1994,20~30년
반포동 107-19,서초구,반포동,정광,1,37.4984214,126.9963132,2004,10~20년
반포동 1-1,서초구,반포동,한신3차,50,37.5067339,126.9973104,1990,20~30년
방배동 444-3,서초구,방배동,SK리더스뷰(파스텔시티),14,37.4776551,126.9822232,2006,10~20년
방배동 1028-1,서초구,방배동,경남,16,37.4763316,126.9997597,1989,20~30년
방배동 1038,서초구,방배동,대우(효령),31,37.4796635,126.9938925,1992,20~30년
방배동 3275,서초구,방배동,동부센트레빌,13,37.4977038,126.9879326,2005,10~20년
방배동 1008-2,서초구,방배동,래미안방배아트힐(1008-2),50,37.4776419,127.0052245,2004,10~20년
방배동 775-1,서초구,방배동,래미안방배에버뉴,7,37.494048,126.9884229,1977,30년이상
방배동 424-28,서초구,방배동,롯데캐슬아르떼,102,37.4837808,126.9835868,2013,10년미만
방배동 754-1,서초구,방배동,롯데캐슬헤론,28,37.4969267,126.984625,2006,10~20년
방배동 1344,서초구,방배동,방배1차현대홈타운,37,37.4885501,126.9838383,1999,10~20년
방배동 1-7,서초구,방배동,방배동갤러리하우스3,1,37.493986,126.993939,2003,10~20년
방배동 485-3,서초구,방배동,방배래미안타워,26,37.4748113,126.9911492,2005,10~20년
방배동 930-1,서초구,방배동,방배브라운가,12,37.4835189,126.9917625,2006,10~20년
방배동 3277,서초구,방배동,방배아이파크,8,37.4916295,126.9848437,2006,10~20년
방배동 2525,서초구,방배동,방배우성,19,37.4741935,126.9828761,1991,20~30년
방배동 888-53,서초구,방배동,방배자이,4,37.4862659,126.999141,2003,10~20년
방배동 593-32,서초구,방배동,방배호원,1,37.475954,126.9938031,2002,10~20년
방배동 808-10,서초구,방배동,벨루체팰리스,1,37.4920721,126.9930837,2007,10~20년
방배동 899-16,서초구,방배동,브라운스톤방배,7,37.4867528,126.9950423,2005,10~20년
방배동 1018-1,서초구,방배동,삼익,20,37.4787922,127.0014386,1983,30년이상
방배동 1002-10,서초구,방배동,삼환나띠르빌(1002-10),1,37.479935,127.0055345,2003,10~20년
방배동 843-10,서초구,방배동,상지리츠빌6차,1,37.492149,126.996396,2004,10~20년
방배동 988-1,서초구,방배동,신동아,34,37.4812032,127.0015264,1992,20~30년
방배동 890-8,서초구,방배동,신호나이스빌,2,37.4869348,126.9980115,2003,10~20년
방배동 776-3,서초구,방배동,쌍용예가클래식,16,37.4937342,126.987665,1978,30년이상
방배동 799-8,서초구,방배동,써니힐즈,1,37.4928983,126.9974162,2013,10년미만
방배동 847-34,서초구,방배동,유로카운티,3,37.491024,126.9969753,2002,10~20년
방배동 1015,서초구,방배동,임광,8,37.4769811,127.0024011,2000,10~20년
방배동 816-1,서초구,방배동,한신트리플,6,37.4912177,126.9892572,2004,10~20년
서초동 1456-2,서초구,서초동,경남아너스빌201동,11,37.4837819,127.0141662,2006,10~20년
서초동 1471-3,서초구,서초동,다솔,2,37.4811356,127.0095505,2004,10~20년
서초동 1671-5,서초구,서초동,대림서초리시온,13,37.49343,127.0154303,2003,10~20년
서초동 1445-14,서초구,서초동,더샵서초,26,37.4839571,127.01811,2006,10~20년
서초동 1301-6,서초구,서초동,래미안서초스위트,24,37.5021291,127.0204507,2009,10년미만
서초동 1332-13,서초구,서초동,래미안서초에스티지,23,37.4928137,127.0253095,2016,10년미만
서초동 1359-50,서초구,서초동,롯데캐슬쥬피터,11,37.4864739,127.0303559,2003,10~20년
서초동 1312-3,서초구,서초동,롯데캐슬클래식,94,37.5003349,127.0220553,2006,10~20년
서초동 1335,서초구,서초동,무지개,75,37.4890172,127.026147,1980,30년이상
서초동 1330,서초구,서초동,삼성쉐르빌2,21,37.4939235,127.0278995,2002,10~20년
서초동 1685,서초구,서초동,삼풍,92,37.4985336,127.0155431,1988,30년이상
서초동 1492-13,서초구,서초동,상지리츠빌(3),1,37.4841706,127.0032565,2004,10~20년
서초동 1456-1,서초구,서초동,서린,1,37.4837379,127.0135392,2004,10~20년
서초동 1467-62,서초구,서초동,서초5차e편한세상,7,37.4796692,127.0072407,2005,10~20년
서초동 1326,서초구,서초동,서초가든스위트,6,37.494189,127.0258921,2000,10~20년
서초동 1686-9,서초구,서초동,서초교대e편한세상,52,37.4964774,127.0171601,2010,10년미만
서초동 1616-10,서초구,서초동,서초극동스타클래스,9,37.4877818,127.0228657,2003,10~20년
서초동 1675-11,서초구,서초동,서초대우아이빌,5,37.4941724,127.0174776,2003,10~20년
서초동 1507-38,서초구,서초동,서초동두산위브2,5,37.4869785,127.0046778,2005,10~20년
서초동 1620-20,서초구,서초동,서초동롯데캐슬리버티,8,37.4873363,127.0168412,2005,10~20년
서초동 1321-6,서초구,서초동,서초동아타워,2,37.4959396,127.0252259,1996,20~30년
서초동 1359,서초구,서초동,서초동현대리츠빌,2,37.4867495,127.0295676,2002,10~20년
서초동 1682,서초구,서초동,서초래미안,81,37.4987627,127.0186049,2003,10~20년
서초동 1642-14,서초구,서초동,서초롯데캐슬84,5,37.4924413,127.0182093,2001,10~20년
서초동 1681-8,서초구,서초동,서초롯데캐슬프레지던트,34,37.4965718,127.0198437,2014,10년미만
서초동 1568-1,서초구,서초동,서초아크빌,3,37.4907731,127.0128666,2003,10~20년
서초동 1327,서초구,서초동,서초타운트라팰리스,8,37.4955719,127.0270752,2006,10~20년
서초동 1344-13,서초구,서초동,서초트라팰리스,29,37.4867542,127.0283802,2005,10~20년
서초동 1509-1,서초구,서초동,서초한빛삼성,15,37.4883044,127.0080537,1999,10~20년
서초동 1648-2,서초구,서초동,서초현대,25,37.4906242,127.0200887,1999,10~20년
서초동 1334-1,서초구,서초동,신동아2,3,37.4906059,127.0269281,1979,30년이상
서초동 1434-2,서초구,서초동,신원아침도시(1434),5,37.484451,127.0236746,2004,10~20년
서초동 1326-17,서초구,서초동,우성5,19,37.4947315,127.0267841,1998,20~30년
서초동 1450-1,서초구,서초동,월드메르디앙(오페라),2,37.4813557,127.0139968,2004,10~20년
서초동 1364-51,서초구,서초동,장미,1,37.485081,127.031361,1994,20~30년
서초동 1338,서초구,서초동,현대ESA,13,37.4908368,127.0294751,2002,10~20년
서초동 1446-11,서초구,서초동,현대슈퍼빌,28,37.4830516,127.0161646,2003,10~20년
서초동 1436-14,서초구,서초동,현대아이파크,10,37.4856659,127.0229385,2003,10~20년
신원동 가-690,서초구,신원동,서초포레스타5단지,37,39.0092515,125.7742218,2014,10년미만
양재동 90,서초구,양재동,신영체르니,13,37.4789715,127.0414697,2002,10~20년
양재동 154-2,서초구,양재동,우성,42,37.4752224,127.0308902,1996,20~30년
양재동 8-36,서초구,양재동,태양파크빌,3,37.4835726,127.0392965,2002,10~20년
우면동 764,서초구,우면동,계룡리슈빌 S,8,37.4651959,127.0164423,2014,10년미만
우면동 57,서초구,우면동,대림,26,37.4728907,127.023046,1995,20~30년
우면동 59,서초구,우면동,동고,35,37.4712084,127.0235846,1995,20~30년
우면동 717,서초구,우면동,서초네이처힐3단지,42,37.4640807,127.0276936,2013,10년미만
우면동 753,서초구,우면동,서초참누리에코리치,50,37.4651959,127.0164423,2013,10년미만
우면동 67,서초구,우면동,한라,18,37.4713947,127.0258455,1994,20~30년
잠원동 57,서초구,잠원동,57-0,1,37.5147075,127.0122041,2016,10년미만
잠원동 157,서초구,잠원동,동아,65,37.5086508,127.010067,1992,20~30년
잠원동 158,서초구,잠원동,래미안 신반포 팰리스,25,37.5154121,127.0096227,2016,10년미만
잠원동 50-1,서초구,잠원동,롯데캐슬갤럭시(50-1),25,37.5189271,127.0159834,2004,10~20년
잠원동 54,서초구,잠원동,미주파스텔,12,37.517265,127.0110618,2002,10~20년
잠원동 32-22,서초구,잠원동,보미리아파트,5,37.5122551,127.0160133,2001,10~20년
잠원동 71-1,서초구,잠원동,블루힐하우스,10,37.5118135,127.0059973,1999,10~20년
잠원동 58-16,서초구,잠원동,신반포10,47,37.5125168,127.0141197,1981,30년이상
잠원동 58-24,서초구,잠원동,신반포11,21,37.5094191,127.0130498,1981,30년이상
잠원동 55-12,서초구,잠원동,신반포16,58,37.5173311,127.0101356,1983,30년이상
잠원동 73,서초구,잠원동,신반포2,88,37.5103475,127.0023599,1978,30년이상
잠원동 74-2,서초구,잠원동,신반포6,14,37.5070737,127.0015857,1980,30년이상
잠원동 65-32,서초구,잠원동,신반포7,9,37.5121715,127.0079619,1980,30년이상
잠원동 60-3,서초구,잠원동,신반포8,40,37.5115117,127.0123435,1981,30년이상
잠원동 54-7,서초구,잠원동,신화,20,37.5155958,127.0135917,1997,20~30년
잠원동 33-11,서초구,잠원동,월드메르디앙,8,37.5125466,127.0163952,2002,10~20년
잠원동 31-14,서초구,잠원동,잠원동대주피오레,8,37.5128131,127.0170218,2002,10~20년
잠원동 63-2,서초구,잠원동,청구,20,37.5139308,127.0084374,1999,10~20년
잠원동 71-11,서초구,잠원동,한신타워,17,37.5107842,127.0059623,1996,20~30년
금호동1가 1500,성동구,금호동1가,금호삼성래미안,42,37.5490395,127.0272339,2001,10~20년
금호동1가 633,성동구,금호동1가,벽산,179,37.5519071,127.0271876,1999,10~20년
금호동2가 1215,성동구,금호동2가,금호자이1차,64,37.5528666,127.0223753,2012,10년미만
금호동2가 1217,성동구,금호동2가,래미안하이리버,124,37.5508804,127.0205905,2012,10년미만
금호동2가 1,성동구,금호동2가,신금호파크자이,87,37.5567056,127.0196111,2016,10년미만
금호동3가 917,성동구,금호동3가,금호1차푸르지오,26,37.5497671,127.0206481,2005,10~20년
금호동3가 1662,성동구,금호동3가,금호한신,33,37.5502312,127.0178297,2005,10~20년
금호동3가 1331,성동구,금호동3가,두산,107,37.5498685,127.0162524,2000,10~20년
금호동4가 800,성동구,금호동4가,대우,127,37.5459238,127.019517,2000,10~20년
금호동4가 1507,성동구,금호동4가,브라운스톤금호,19,37.5466414,127.0157697,2007,10~20년
금호동4가 340,성동구,금호동4가,서울숲푸르지오,106,37.5446984,127.0223406,2007,10~20년
금호동4가 235,성동구,금호동4가,서울숲푸르지오2차,43,37.5463204,127.0242025,2012,10년미만
도선동 69,성동구,도선동,삼성쉐르빌,28,37.5642545,127.0349244,2006,10~20년
마장동 825,성동구,마장동,대성유니드,20,37.566807,127.0387764,2009,10년미만
마장동 819,성동구,마장동,마장동중앙하이츠,11,37.5654122,127.0391,1999,10~20년
마장동 834,성동구,마장동,삼성홈타운,8,37.5662583,127.0453796,2015,10년미만
마장동 784,성동구,마장동,세림,52,37.5649731,127.0451728,2015,10년미만
마장동 822,성동구,마장동,신성미소지움,20,37.5688481,127.0436789,2003,10~20년
사근동 314,성동구,사근동,벽산,8,37.5605558,127.049485,1999,10~20년
사근동 199,성동구,사근동,중앙하이츠,16,37.5616251,127.0485602,1992,20~30년
상왕십리동 811,성동구,상왕십리동,텐즈힐(2구역),139,37.5679524,127.0249238,2014,10년미만
성수동1가 685-696,성동구,성수동1가,갤러리아 포레,11,37.5457427,127.04246,2011,10년미만
성수동1가 709,성동구,성수동1가,대우2,20,37.5483977,127.0501181,1999,10~20년
성수동1가 656-320,성동구,성수동1가,동아,30,37.5443817,127.0457512,1992,20~30년
성수동1가 708,성동구,성수동1가,동아그린,22,37.5507561,127.0482536,1996,20~30년
성수동1가 13-157,성동구,성수동1가,뚝섬현대,4,37.54768,127.048828,1992,20~30년
성수동1가 707,성동구,성수동1가,서울숲한양현대,7,37.5454944,127.047972,1999,10~20년
성수동1가 33-2,성동구,성수동1가,현대그린,28,37.5406149,127.0498276,1994,20~30년
성수동2가 609-2,성동구,성수동2가,강변임광,16,37.5350621,127.0571848,2000,10~20년
성수동2가 745,성동구,성수동2가,강변청구3,3,37.5353553,127.0539518,1995,20~30년
성수동2가 836,성동구,성수동2가,금강아미움,7,37.5465828,127.0596595,2004,10~20년
성수동2가 840,성동구,성수동2가,대명루첸,5,37.5370384,127.0591445,2009,10년미만
성수동2가 838,성동구,성수동2가,성수동두산위브,15,37.5370453,127.0585323,2006,10~20년
성수동2가 286,성동구,성수동2가,우방2,16,37.5484434,127.0516509,1999,10~20년
성수동2가 712,성동구,성수동2가,청구강변1,23,37.5353904,127.0548565,1994,20~30년
성수동2가 442,성동구,성수동2가,한신한강,16,37.535772,127.0527777,2000,10~20년
성수동2가 834,성동구,성수동2가,현대I-PARK,64,37.5472605,127.0566158,2003,10~20년
성수동2가 843,성동구,성수동2가,힐스테이트,66,37.5412119,127.0521329,2009,10년미만
송정동 90,성동구,송정동,건영,28,37.555905,127.0708116,1997,20~30년
송정동 104,성동구,송정동,서울숲아이파크,31,37.5528673,127.069171,2009,10년미만
옥수동 436,성동구,옥수동,극동그린,34,37.5418197,127.0102397,1997,20~30년
옥수동 12,성동구,옥수동,동인샤인빌,5,37.5449688,127.0175706,2003,10~20년
옥수동 561,성동구,옥수동,래미안 옥수 리버젠,127,37.5435935,127.0134664,2012,10년미만
옥수동 250,성동구,옥수동,삼성,74,37.5422258,127.0141937,1997,20~30년
옥수동 560,성동구,옥수동,옥수 어울림,25,37.5422885,127.0181535,2011,10년미만
옥수동 528,성동구,옥수동,옥수파크힐스,29,37.5462602,127.0112278,2016,10년미만
옥수동 100,성동구,옥수동,옥수하이츠,31,37.5401176,127.0163862,1998,20~30년
옥수동 60,성동구,옥수동,풍림아이원,19,37.5421267,127.0193947,2004,10~20년
응봉동 98,성동구,응봉동,금호현대,60,37.5509707,127.0309944,1990,20~30년
응봉동 100,성동구,응봉동,대림(1차),73,37.5515893,127.0330269,1986,30년이상
응봉동 97,성동구,응봉동,대림(2차),42,37.5526679,127.0323814,1989,20~30년
응봉동 15,성동구,응봉동,대림강변,97,37.5534327,127.0356605,2001,10~20년
응봉동 276,성동구,응봉동,동아리버그린,51,37.5529412,127.0372614,2003,10~20년
하왕십리동 1058,성동구,하왕십리동,극동미라주,29,37.5583372,127.0233961,2001,10~20년
하왕십리동 992,성동구,하왕십리동,무학현대,17,37.560892,127.0281381,1996,20~30년
하왕십리동 1002,성동구,하왕십리동,왕십리KCC스위첸,10,37.5604214,127.0259224,2016,10년미만
하왕십리동 258,성동구,하왕십리동,청계벽산,54,37.568672,127.0320307,1996,20~30년
하왕십리동 1066,성동구,하왕십리동,텐즈힐아파트(1단지),209,37.5689559,127.0279598,2015,10년미만
하왕십리동 1061,성동구,하왕십리동,풍림아이원,105,37.5588914,127.0252632,2004,10~20년
하왕십리동 990,성동구,하왕십리동,한신무학,27,37.56255,127.0281505,1989,20~30년
행당동 347,성동구,행당동,대림e-편한세상,251,37.5578253,127.027423,2003,10~20년
행당동 375,성동구,행당동,두산위브,26,37.5697905,127.026698,2007,10~20년
행당동 155-1,성동구,행당동,서울숲더샵,66,37.5570821,127.0400999,2014,10년미만
행당동 376,성동구,행당동,서울숲행당푸르지오,56,37.5555131,127.0330068,2011,10년미만
행당동 346,성동구,행당동,행당 한진타운,246,37.5559126,127.0290958,2000,10~20년
행당동 349,성동구,행당동,행당한신,147,37.5551685,127.0361451,2003,10~20년
길음동 1280,성북구,길음동,길음뉴타운2단지푸르지오,115,37.6108287,127.0179463,2005,10~20년
길음동 1280-1,성북구,길음동,길음뉴타운3단지푸르지오,41,37.6094589,127.0173742,2005,10~20년
길음동 1281,성북구,길음동,길음뉴타운4단지(e편한세상),158,37.6119424,127.0194697,2005,10~20년
길음동 1282,성북구,길음동,길음뉴타운5단지(래미안),72,37.6097759,127.0206116,2006,10~20년
길음동 1283,성북구,길음동,길음뉴타운6단지(래미안),106,37.6063008,127.0228112,2007,10~20년
길음동 1285,성북구,길음동,길음뉴타운7단지(두산위브),38,37.6095887,127.0186795,2010,10년미만
길음동 1284,성북구,길음동,길음뉴타운8단지(래미안),177,37.6075197,127.018009,2010,10년미만
길음동 1286,성북구,길음동,길음뉴타운9단지(래미안),101,37.6035622,127.0198289,2010,10년미만
길음동 1278,성북구,길음동,길음동동부센트레빌(1278-0),155,37.6103878,127.0243231,2003,10~20년
길음동 1276,성북구,길음동,돈암2-1삼부,67,37.602671,127.0236243,1998,20~30년
길음동 1279,성북구,길음동,래미안길음1차,121,37.6058638,127.0203016,2003,10~20년
돈암동 624,성북구,돈암동,구현대,2,37.601645,127.024854,1981,30년이상
돈암동 643,성북구,돈암동,길음역 금호어울림,43,37.6005277,127.023636,2014,10년미만
돈암동 642,성북구,돈암동,돈암동 해피트리,19,37.6005277,127.023636,2013,10년미만
돈암동 15-1,성북구,돈암동,돈암동삼성,77,37.599028,127.0233899,1999,10~20년
돈암동 524,성북구,돈암동,돈암동휴먼빌,43,37.6008239,127.0125842,2005,10~20년
돈암동 644,성북구,돈암동,돈암코오롱하늘채아파트,5,37.6005277,127.023636,2016,10년미만
돈암동 633,성북구,돈암동,동부센트레빌,47,37.602143,127.0262382,2005,10~20년
돈암동 631,성북구,돈암동,범양,42,37.603322,127.0279409,1998,20~30년
돈암동 636,성북구,돈암동,이수브라운스톤돈암,99,37.5975955,127.01787,2004,10~20년
돈암동 603,성북구,돈암동,포스코더샵,20,37.5974374,127.0100538,2004,10~20년
돈암동 609-1,성북구,돈암동,한신,260,37.5947663,127.0104379,1991,20~30년
돈암동 1,성북구,돈암동,현대,31,37.603171,127.0261274,1987,30년이상
동소문동4가 279,성북구,동소문동4가,송산아파트,14,37.592267,127.0104552,1998,20~30년
동소문동6가 3-1,성북구,동소문동6가,시티플레이스,10,37.5922073,127.0134454,2015,10년미만
동소문동7가 23,성북구,동소문동7가,한신플러스C,31,37.595164,127.014139,2004,10~20년
보문동6가 356,성북구,보문동6가,동문골드빌B동,1,37.5784651,127.0194391,2003,10~20년
보문동6가 36-2,성북구,보문동6가,아남,18,37.5810281,127.0174344,1994,20~30년
